,Rank,Total Assets,Bank Name
579,579,"$1,852,585,000",PCSB Bank
580,580,"$1,852,526,000",Fairfield County Bank
581,581,"$1,851,655,000",First Community Bank
582,582,"$1,845,769,000",Cedar Rapids Bank and Trust Company
583,583,"$1,841,694,000",Stride Bank
584,584,"$1,836,846,000",International Bank of Commerce
585,585,"$1,831,346,000",Community National Bank & Trust
586,586,"$1,828,476,000",Merchants Bank of Commerce
587,587,"$1,825,574,000",Select Bank & Trust Company
588,588,"$1,814,975,000",LCNB National Bank
589,589,"$1,805,675,000",1st Constitution Bank
590,590,"$1,801,663,000",Central Bank of The Ozarks
591,591,"$1,800,042,000",The First National Bank of Fort Smith
592,592,"$1,795,938,000",Colony Bank
593,593,"$1,795,045,000",Florence Bank
594,594,"$1,793,725,000",Five Points Bank
595,595,"$1,787,323,000",Pioneer Bank
596,596,"$1,780,098,000",BankFirst Financial Services
597,597,"$1,779,964,000",First Northern Bank of Dixon
598,598,"$1,778,003,000","Pioneer Bank, SSB"
599,599,"$1,771,644,000","Horizon Bank, SSB"
600,600,"$1,771,360,000",Ion Bank
601,601,"$1,770,470,000",Dedham Institution for Savings
602,602,"$1,764,347,000",First United Bank & Trust
603,603,"$1,760,967,000",Southern Bancorp Bank
604,604,"$1,752,590,000",Somerset Trust Company
605,605,"$1,751,837,000",Country Bank for Savings
606,606,"$1,746,253,000",IncredibleBank
607,607,"$1,745,740,000",First Savings Bank
608,608,"$1,745,008,000",Beverly Bank & Trust Company
609,609,"$1,743,427,000",MainStreet Bank
610,610,"$1,741,792,000",Bank of Tennessee
611,611,"$1,739,777,000",Meridian Bank
612,612,"$1,734,707,000",First Federal Savings and Loan Association of Port Angeles
613,613,"$1,732,133,000",Citizens Community Federal
614,614,"$1,724,003,000",Hawthorn Bank
615,615,"$1,721,759,000",NEXTIER BANK
616,616,"$1,716,745,000",First Home Bank
617,617,"$1,716,321,000",Queensborough National Bank & Trust Company
618,618,"$1,714,719,000",Northeast Bank
619,619,"$1,712,891,000",Bank Iowa
620,620,"$1,700,953,000",Citizens National Bank of Texas
621,621,"$1,698,657,000",Essex Bank
622,622,"$1,697,184,000",Timberland Bank
623,623,"$1,691,366,000",Texas Community Bank
624,624,"$1,684,538,000",The Bank of Princeton
625,625,"$1,679,675,000",The Citizens National Bank of Meridian
626,626,"$1,677,134,000",Central Bank
627,627,"$1,672,751,000",Commercial Bank
628,628,"$1,672,580,000","Bank of Southern California, N.A."
629,629,"$1,667,240,000",Newtown Savings Bank
630,630,"$1,665,927,000",Oak Valley Community Bank
631,631,"$1,662,674,000",Oakstar Bank
632,632,"$1,657,417,000",The Farmers & Merchants Bank
633,633,"$1,653,699,000",State Bank of Cross Plains
634,634,"$1,650,813,000",Falcon International Bank
635,635,"$1,650,215,000",Texas Partners Bank
636,636,"$1,645,773,000",Commercial Bank of California
637,637,"$1,645,325,000",Heritage Southeast Bank
638,638,"$1,644,731,000",Starion Bank
639,639,"$1,642,297,000",Kennebunk Savings Bank
640,640,"$1,641,501,000",Blackhawk Bank & Trust
641,641,"$1,638,103,000",Progress Bank and Trust
642,642,"$1,634,533,000",The Bank of Commerce
643,643,"$1,633,359,000",U. S. Century Bank
644,644,"$1,630,566,000",Sunrise Banks
645,645,"$1,626,073,000",The Conway National Bank
646,646,"$1,624,667,000",First United Bank
647,647,"$1,621,928,000",Mahopac Bank
648,648,"$1,621,581,000",The Piedmont Bank
649,649,"$1,619,958,000",BankFinancial
650,650,"$1,614,740,000",Arizona Bank & Trust
651,651,"$1,612,098,000","South Central Bank, Inc."
652,652,"$1,610,822,000",Texas Regional Bank
653,653,"$1,609,467,000",Easthampton Savings Bank
654,654,"$1,607,863,000",Pinnacle Bank
655,655,"$1,607,258,000",Western State Bank
656,656,"$1,598,716,000",Fidelity Bank & Trust
657,657,"$1,597,894,000",Cf Bank
658,658,"$1,597,394,000",Farmers and Merchants Trust Company of Chambersburg
659,659,"$1,596,569,000",Norway Savings Bank
660,660,"$1,590,916,000",State Bank of the Lakes
661,661,"$1,590,534,000",Central Bank
662,662,"$1,588,417,000",Kitsap Bank
663,663,"$1,584,701,000","CNB Bank and Trust, N.A."
664,664,"$1,584,561,000",Illinois Bank & Trust
665,665,"$1,583,950,000",First Citizens Bank
666,666,"$1,579,123,000",Pacific Mercantile Bank
667,667,"$1,568,347,000",Heartland Bank
668,668,"$1,564,753,000",The Village Bank
669,669,"$1,557,182,000",First Financial Bank
670,670,"$1,555,590,000",Peoples Bank
671,671,"$1,555,555,000",QNB Bank
672,672,"$1,553,176,000","North Shore Bank, a Co-operative Bank"
673,673,"$1,551,992,000",The National Bank of Blacksburg
674,674,"$1,551,593,000",The Provident Bank
675,675,"$1,550,980,000",Santa Cruz County Bank
676,676,"$1,548,103,000",Riverview Community Bank
677,677,"$1,548,056,000","The Citizens Bank of Philadelphia, Mississippi"
678,678,"$1,546,564,000",The Lyons National Bank
679,679,"$1,543,359,000",The Adirondack Trust Company
680,680,"$1,542,555,000",First National Bank
681,681,"$1,540,288,000",United Bankers' Bank
682,682,"$1,535,266,000",Peoples Bank
683,683,"$1,534,392,000",North Dallas Bank & Trust Co.
684,684,"$1,532,888,000","United Fidelity Bank, fsb"
685,685,"$1,532,821,000",Avidbank
686,686,"$1,530,657,000",The Ephrata National Bank
687,687,"$1,529,733,000",INB
688,688,"$1,526,890,000",Pacific Coast Bankers' Bank
689,689,"$1,525,097,000",Mabrey Bank
690,690,"$1,514,908,000",Schaumburg Bank & Trust Company
691,691,"$1,511,205,000",Lincoln Savings Bank
692,692,"$1,506,503,000",American Heritage Bank
693,693,"$1,506,061,000",mBank
694,694,"$1,501,737,000",CorTrust Bank
695,695,"$1,499,362,000",Forcht Bank
696,696,"$1,498,363,000",The Lowell Five Cent Savings Bank
697,697,"$1,497,703,000","Waterford Bank, N.A."
698,698,"$1,494,720,000",FNCB Bank
699,699,"$1,494,661,000",First American Bank
700,700,"$1,493,084,000",Community National Bank
701,701,"$1,492,235,000",First Community Bank
702,702,"$1,492,066,000","Peoples National Bank , N.A."
703,703,"$1,490,708,000",Glenview State Bank
704,704,"$1,490,322,000",Bank Five Nine
705,705,"$1,487,908,000",Investors Community Bank
706,706,"$1,481,423,000",The First National Bank in Sioux Falls
707,707,"$1,476,457,000",Thomaston Savings Bank
708,708,"$1,475,200,000",Security State Bank & Trust
709,709,"$1,475,024,000",Community Bank
710,710,"$1,469,556,000",Chelsea Groton Bank
711,711,"$1,466,935,000",Embassy Bank for the Lehigh Valley
712,712,"$1,464,839,000",International Bank of Commerce
713,713,"$1,458,519,000",Southern States Bank
714,714,"$1,455,259,000",Open Bank
715,715,"$1,452,869,000",The Moody National Bank
716,716,"$1,447,468,000",The First National Bank and Trust Company
717,717,"$1,444,939,000",Community Financial Services Bank
718,718,"$1,441,486,000",Bank of Utica
719,719,"$1,440,780,000","BankWest, Inc."
720,720,"$1,439,514,000",First State Bank
721,721,"$1,436,721,000",COMMONWEALTH BUSINESS BANK
722,722,"$1,433,858,000",Watertown Savings Bank
723,723,"$1,430,051,000",First Financial Northwest Bank
724,724,"$1,426,362,000",Gorham Savings Bank
725,725,"$1,425,434,000",Bank of Blue Valley
726,726,"$1,424,657,000",Quontic Bank
727,727,"$1,420,533,000",One Community Bank
728,728,"$1,420,297,000",Ponce Bank
729,729,"$1,419,901,000",The Bank of New York Mellon Trust Company
730,730,"$1,417,742,000",West Texas National Bank
731,731,"$1,414,203,000",Tradition Capital Bank
732,732,"$1,403,129,000",Salisbury Bank and Trust Company
733,733,"$1,394,858,000","Premier Bank, Inc."
734,734,"$1,388,199,000",The Middlefield Banking Company
735,735,"$1,388,005,000",The Cecilian Bank
736,736,"$1,387,881,000",Cornerstone Bank
737,737,"$1,387,224,000",Availa Bank
738,738,"$1,385,218,000",First State Bank
739,739,"$1,380,952,000",Washington Financial Bank
740,740,"$1,379,658,000",Farmers State Bank
741,741,"$1,378,518,000",Beneficial State Bank
742,742,"$1,378,319,000","The Security National Bank of Sioux City, Iowa"
743,743,"$1,373,945,000",Riverview Bank
744,744,"$1,370,962,000",Vista Bank
745,745,"$1,367,010,000",Citizens National Bank
746,746,"$1,365,727,000",Susser Bank
747,747,"$1,365,544,000",Bank of Jackson Hole
748,748,"$1,362,246,000",Mission Bank
749,749,"$1,359,097,000",CalPrivate Bank
750,750,"$1,358,419,000",Sterling Bank
751,751,"$1,356,915,000",Savings Bank of Mendocino County
752,752,"$1,356,653,000",One Bank of Tennessee
753,753,"$1,354,362,000","Limestone Bank, Inc."
754,754,"$1,352,691,000",Providence Bank & Trust
755,755,"$1,351,710,000",Guaranty Bank and Trust Company
756,756,"$1,351,093,000",JD Bank
757,757,"$1,349,301,000",Valley Republic Bank
758,758,"$1,348,414,000",Planters Bank & Trust Company
759,759,"$1,344,483,000",Security First Bank
760,760,"$1,339,146,000",Morris Bank
761,761,"$1,338,216,000",Suncrest Bank
762,762,"$1,335,939,000",Crystal Lake Bank and Trust Company
763,763,"$1,333,317,000",Medallion Bank
764,764,"$1,331,681,000",Androscoggin Savings Bank
765,765,"$1,331,208,000",Malaga Bank F.S.B.
766,766,"$1,331,098,000",North Easton Savings Bank
767,767,"$1,329,844,000",Savings Bank of Danbury
768,768,"$1,325,517,000",Signature Bank
769,769,"$1,325,034,000",Kennebec Savings Bank
770,770,"$1,324,986,000",Jersey Shore State Bank
771,771,"$1,324,339,000",Waukesha State Bank
772,772,"$1,320,164,000",Fall River Five Cents Savings Bank
773,773,"$1,319,519,000",F&M Bank
774,774,"$1,319,178,000",The State Bank and Trust Company
775,775,"$1,317,753,000",Signature Bank
776,776,"$1,313,609,000","Planters Bank, Inc."
777,777,"$1,313,073,000",The Westchester Bank
778,778,"$1,311,830,000",Wallis Bank
779,779,"$1,306,526,000",INLAND BANK & TRUST
780,780,"$1,306,195,000",American Bank of Commerce
781,781,"$1,303,887,000","Heritage Bank, Inc."
782,782,"$1,303,483,000",Northfield Savings Bank
783,783,"$1,302,293,000",The State Bank
784,784,"$1,301,623,000",Opportunity Bank of Montana
785,785,"$1,301,101,000",Pathfinder Bank
786,786,"$1,297,119,000",Ameriserv Financial Bank
787,787,"$1,296,657,000",Bank of Springfield
788,788,"$1,294,556,000",Bluestone Bank
789,789,"$1,294,026,000","Citizens National Bank, N.A."
790,790,"$1,285,209,000",Hometown Bank
791,791,"$1,280,658,000",1st Summit Bank
792,792,"$1,276,876,000",THE VINTON COUNTY NATIONAL BANK
793,793,"$1,276,286,000",First Volunteer Bank
794,794,"$1,270,926,000",Kentucky Bank
795,795,"$1,267,561,000",Citizens State Bank
796,796,"$1,266,053,000",North State Bank
797,797,"$1,265,422,000",Alma Bank
798,798,"$1,265,148,000",Legacy Bank
799,799,"$1,264,009,000",Wisconsin Bank & Trust
800,800,"$1,263,692,000",Golden Bank
801,801,"$1,263,669,000",Cass Commercial Bank
802,802,"$1,257,179,000",The Nodaway Valley Bank
803,803,"$1,256,235,000",FirstBank Southwest
804,804,"$1,254,987,000",Thomasville National Bank
805,805,"$1,254,091,000",Alliance Bank
806,806,"$1,250,353,000",The Old Point National Bank of Phoebus
807,807,"$1,249,498,000",Armed Forces Bank
808,808,"$1,248,180,000",Bankers' Bank
809,809,"$1,245,567,000",Landmark National Bank
810,810,"$1,244,404,000",Bank of the Pacific
811,811,"$1,241,985,000",Sabine State Bank and Trust Company
812,812,"$1,240,003,000",First Federal Bank of Louisiana
813,813,"$1,237,604,000",First National Bank and Trust Company of Newtown
814,814,"$1,237,551,000",Chesapeake Bank
815,815,"$1,237,274,000",Nano Banc
816,815,"$1,237,274,000",Pinnacle Bank - Wyoming
817,817,"$1,236,639,000",Meadows Bank
818,818,"$1,234,606,000",Dieterich Bank
819,819,"$1,234,027,000","Transportation Alliance Bank, Inc. d/b/a TAB Bank"
820,820,"$1,231,672,000",Main Street Bank
821,821,"$1,228,490,000",East Cambridge Savings Bank
822,822,"$1,226,429,000",Guaranty Bank
823,823,"$1,225,739,000",BNC National Bank
824,824,"$1,224,740,000",First State Bank of the Florida Keys
825,825,"$1,221,409,000",Newburyport Five Cents Savings Bank
826,826,"$1,220,280,000",Cape Cod Co-operative Bank
827,827,"$1,218,213,000",The Park Bank
828,828,"$1,213,695,000",Ulster Savings Bank
829,829,"$1,213,651,000",Commonwealth Bank and Trust Company
830,830,"$1,213,217,000",First Keystone Community Bank
831,831,"$1,210,954,000",Evergreen Bank Group
832,832,"$1,210,001,000",American Bank & Trust
833,833,"$1,209,887,000",The Ohio Valley Bank Company
834,834,"$1,208,523,000",First Bank and Trust
835,835,"$1,208,093,000",Anderson Brothers Bank
836,836,"$1,207,484,000",NBKC Bank
837,837,"$1,207,186,000",Central National Bank
838,838,"$1,207,082,000",Troy Bank & Trust Company
839,839,"$1,205,927,000",Plumas Bank
840,840,"$1,204,705,000",Malvern Bank N.A.
841,841,"$1,203,999,000",Prudential Bank
842,842,"$1,197,296,000",Blackhawk Bank
843,843,"$1,196,829,000",Rhinebeck Bank
844,844,"$1,195,051,000",Independent Bank
845,845,"$1,189,259,000","Provident Savings Bank, F.S.B."
846,846,"$1,186,429,000",United Security Bank
847,847,"$1,185,504,000",Bank of New England
848,848,"$1,184,312,000",Commerce West Bank
849,849,"$1,182,291,000",Sutton Bank
850,850,"$1,180,997,000",Meredith Village Savings Bank
851,851,"$1,179,577,000",CoastalStates Bank
852,852,"$1,178,801,000",Security Federal Bank
853,853,"$1,177,866,000",Bank of Clarke County
854,854,"$1,177,334,000",Northway Bank
855,855,"$1,175,846,000",Montgomery Bank
856,856,"$1,174,438,000",American National Bank & Trust
857,857,"$1,170,718,000",Central National Bank
858,858,"$1,168,759,000",Exchange Bank
859,859,"$1,168,543,000",First Bankers Trust Company
860,860,"$1,162,324,000",The Merchants National Bank
861,861,"$1,160,732,000",First National Bank of Central Texas
862,862,"$1,160,293,000",Bank Midwest
863,863,"$1,153,748,000",Century Bank
864,864,"$1,152,758,000",Horicon Bank
865,865,"$1,151,644,000","Colonial Savings, F.A."
866,866,"$1,150,922,000",CBI Bank & Trust
867,867,"$1,148,643,000",First Savings Bank
868,868,"$1,148,053,000",Guardian Savings Bank
869,869,"$1,146,183,000",Mountain Commerce Bank
870,870,"$1,141,240,000",First Bank Richmond
871,871,"$1,141,165,000",Charter Bank
872,872,"$1,140,948,000",Bank of Travelers Rest
873,873,"$1,140,365,000",First Carolina Bank
874,874,"$1,139,158,000",Kish Bank
875,875,"$1,138,911,000",Security National Bank of Omaha
876,876,"$1,136,758,000",Fidelity Co-operative Bank
877,877,"$1,136,168,000",First American Bank and Trust
878,878,"$1,136,089,000",GrandSouth Bank
879,879,"$1,135,979,000",Bath Savings Institution
880,880,"$1,132,957,000",Commercial Bank of Texas
881,881,"$1,131,130,000",Peoples State Bank
882,882,"$1,129,895,000",Plains Commerce Bank
883,883,"$1,129,697,000",Peoples Bank of Alabama
884,884,"$1,129,565,000",Citizens Tri-County Bank
885,885,"$1,124,350,000",First General Bank
886,886,"$1,122,476,000",Centric Bank
887,887,"$1,120,125,000",CoreFirst Bank & Trust
888,888,"$1,119,429,000",United Texas Bank
889,889,"$1,116,311,000",Chambers Bank
890,890,"$1,115,946,000",American State Bank
891,891,"$1,115,238,000",Saco & Biddeford Savings Institution
892,892,"$1,113,792,000",Cornerstone Bank
893,893,"$1,112,002,000",The Citizens Bank
894,894,"$1,110,237,000","SEVERN SAVINGS BANK, FSB DBA SEVERN BANK"
895,895,"$1,109,990,000","The Commercial and Savings Bank of Millersburg, Ohio"
896,896,"$1,109,677,000",Sturdy Savings Bank
897,897,"$1,106,284,000",First National Bank of Tennessee
898,898,"$1,105,471,000",Solvay Bank
899,899,"$1,105,454,000",Martha's Vineyard Bank
900,900,"$1,103,391,000",Union Bank
901,901,"$1,103,039,000",First Commerce Bank
902,902,"$1,102,436,000",First Southern National Bank
903,903,"$1,097,413,000",Adams Bank & Trust
904,904,"$1,095,984,000",First Bank of the Lake
905,905,"$1,093,447,000",Farmers Bank & Trust
906,906,"$1,090,379,000",Central Bank Illinois
907,907,"$1,090,158,000",The Croghan Colonial Bank
908,908,"$1,089,836,000",Marquette Savings Bank
909,909,"$1,087,459,000",BankSouth
910,910,"$1,083,442,000",American Riviera Bank
911,911,"$1,083,002,000",First Federal Savings Bank of Twin Falls
912,912,"$1,081,744,000",First National Bank of Pulaski
913,913,"$1,081,613,000",Merrimack County Savings Bank
914,914,"$1,081,064,000",Dallas Capital Bank
915,915,"$1,080,778,000",National Bank of Commerce
916,916,"$1,079,809,000","First National Bank, Ames, Iowa"
917,917,"$1,076,200,000",The Federal Savings Bank
918,918,"$1,075,224,000",Southern Michigan Bank & Trust
919,919,"$1,074,763,000",Monona Bank
920,920,"$1,070,028,000",Fieldpoint Private Bank & Trust
921,921,"$1,069,069,000",Citizens Union Bank of Shelbyville
922,922,"$1,068,450,000",Adirondack Bank
923,923,"$1,066,478,000",Frontier Bank
924,924,"$1,065,679,000",Central Bank of Lake of the Ozarks
925,925,"$1,063,679,000","Standard Bank, PaSB"
926,926,"$1,062,607,000",Premier Valley Bank
927,927,"$1,062,363,000",The Farmers National Bank of Emlenton
928,928,"$1,060,950,000",Cenlar FSB
929,929,"$1,060,510,000",Citizens Bank
930,930,"$1,059,433,000",The City National Bank of Sulphur Springs
931,931,"$1,058,829,000",Citizens Bank of Lafayette
932,932,"$1,056,346,000",Union Bank
933,933,"$1,053,512,000",Farmers State Bank
934,934,"$1,053,149,000",The Richwood Banking Company
935,935,"$1,051,741,000",Lone Star State Bank of West Texas
936,936,"$1,051,277,000",First Harrison Bank
937,937,"$1,049,795,000",Greenfield Savings Bank
938,938,"$1,049,346,000","SouthStar Bank, S.S.B."
939,939,"$1,046,666,000",Fortis Private Bank
940,940,"$1,046,211,000",Dime Bank
941,941,"$1,045,152,000",Bank 7
942,942,"$1,043,348,000",Providence Bank
943,943,"$1,042,416,000",Rosedale Federal Savings and Loan Association
944,944,"$1,041,151,000",Community State Bank
945,945,"$1,040,956,000",County National Bank
946,946,"$1,034,606,000",Citizens Bank and Trust Company
947,947,"$1,033,231,000",South Atlantic Bank
948,948,"$1,032,099,000",Northwest Bank
949,949,"$1,031,280,000",MutualOne Bank
950,950,"$1,030,296,000",Hilltop National Bank
951,951,"$1,028,764,000",Commercial Bank & Trust Co.
952,952,"$1,027,385,000",Two Rivers Bank & Trust
953,953,"$1,026,980,000",The Union Bank Company
954,954,"$1,026,605,000",First Bank
